id,title,author,reply_num,good,user_id,nickname,page
6499010663,我家宝宝1岁9个月，一岁半的时候不应名 不指物 听不懂指令（,11__泡沫,25,0,tb.1.4525eb1a.nxNcONHxlNUzLsUq53Zjvw,,2
6137203143,问问大家，浦东这块有什么比较好的语言康复机构吗？我家还有2个,,31,0,tb.1.4640ace4.SQVgwVWkJOVRDKZkovNaGQ,努力往上爬的🐷,2
6858595125,社会交往障碍孤独症患者在社会交往方面存在质的缺陷，他们不同程,,0,0,tb.1.a52bee9c.PWE7F__8wQc-jlsPHxEWJQ,贴吧用户_5t6233t,2
6858050376,我家3岁两个月，对视交流认知都挺好。会互动。会和小朋友们一起,安然density,15,0,tb.1.6f300d03.ztM1UmJkZJ3jNfjozNeuIw,,2
6455159579,又过了一年，除了身高体重长了一点点，其它变化不大,活在喜悦之中,30,0,tb.1.e8e5340d.m8DHRgGCiBg3bORytVo63g,一天比一天好🍒,2
5986243532,寻天津自闭症家教,snhcc,14,0,tb.1.3e703875.oX9-0wK0xepJRLWIArD63A,,3
6500715120,会防说简单的一个字，可是说得一点都不像。,活在喜悦之中,22,0,tb.1.e8e5340d.m8DHRgGCiBg3bORytVo63g,一天比一天好🍒,3
6349304846,自闭症儿童家长居家干预心得-指物篇,liyang5813615,9,0,tb.1.1c9ba504.toIleXrW7n7E4z0bxI6fAg,阿辰健康万岁🌴,3
6858480570,济南有什么好机构推荐吗,安静19900422,1,0,tb.1.b822e5c7.pwWR_lFB6Ja1RyA1hpEilQ,,3
6775787436,大小便问题总算是有进步了，自从这个月上了早托班，没有一次是尿,xuyinfei1984,30,0,tb.1.6fce178e.mXE1mFLNFM0XuCJ2n7hVVg,如果能够重生🌺,3
6849817499,急急急！有没有自闭症交流群，孩子被诊断自闭症，不知道该怎么办,羊羊和狗子,17,0,tb.1.56b01a62.nkRtuP68i1MvxOOKtdAqlw,,3
6218193815,郭延庆风格咋变了？第四次看郭延庆归来-准摘帽,wanglifengchen,144,0,tb.1.429e7538.fvJY2uB4UP7W5NimbsdUtg,,3
6857812423,求助，2周岁1个月，疑似自闭,善良的小码农,1,0,tb.1.a6464e4b.KCDOhdQbSwUpxrpj6i3Uaw,,3
6857988557,5月2号开始干预，到今天已经整整三个月了，每天连轴转，一个月,九百九十九元,1,0,tb.1.e0ea2ae6.7ODqQoC7ER6ldLc-jM6l7g,,3
6858410455,感觉统合理论是由美国南加州大学心理学家爱尔丝博士所提出的，用,李周周1210,0,0,tb.1.58a3c207.r_E4ZLdryryDXnBiY0-TRQ,,3
6134352771,自闭症骗局何其多，家长须规避三大受骗点(转载）,6牛八6,852,0,tb.1.257432fe.io-NjeSpHpCrP52-jf2gcg,牛爸爸💦,3
6846159214,三岁了，不知道什么时候能开始正常讲话,依呀哟依呀哟,67,0,tb.1.99f39959.ohVybgcjvtPDlsbgjTVSqw,,3
4963585779,南昌东方医院治疗自闭症可信吗？,jx__lanxin,10,0,tb.1.8df5a79b.qnKLVg1p27tAdrgeVPusJw,,3
6802130705,请问大家我孕期焦虑抑郁失眠严重宝宝会不会得自闭症 现在好担心,王美美的命,5,0,tb.1.cb52b4f5.PvfPYQqRSwJx-QqhMm74ZA,反方向🐵,3
6325009267,自闭症儿童家长居家干预心得-应名篇,liyang5813615,19,0,tb.1.1c9ba504.toIleXrW7n7E4z0bxI6fAg,阿辰健康万岁🌴,3
6190891603,各位家长，上海哪家医院看自闭症？我儿子15个月了，在南昌儿童,,1,0,tb.1.af4a329a.BrEybWzIOrcO_tuNGxZNUQ,贴吧用户_QtG99PK,3
6855195316,干预半年了,活宝傻蛋儿,10,0,tb.1.682ac2b6.JIt9IAoS_XdvcpxyQr-9rg,活宝傻蛋儿,3
5748818035,苏州有好的自闭症康复机构吗，我儿子马上4岁了，医院检查轻中度,凌天决1,35,0,tb.1.210abce9.cq8g9nviVhZyMejrPGBcwA,,3
6739099604,疑似自闭不可怕，很有可能会改变！我家的现在表现越来越好了！,xuyinfei1984,34,0,tb.1.6fce178e.mXE1mFLNFM0XuCJ2n7hVVg,如果能够重生🌺,3
6813567738,今天去看郭延庆了，昨天从支付宝抢到了一个号，我知道孩子现在还,小楠楠265,89,0,tb.1.65c2dbf.UErvWMCrshjIv9d5nl0RZQ,,3
6636041286,记录五个月多自闭症倾向儿子的日常2019.10月底诞下辛辛苦,windwingcwy,137,0,tb.1.6ed2d9e5.VJXQbeqbDZv0wpCLKC0vag,,3
5869025232,孩子今天看了贾美香。确诊自闭症。我已经做了最大的心理准备。但,爱笑的念念000,103,0,tb.1.6e585e37.rYnUygcCYognXTUWRfgmDw,愿你安好🍼,3
6700158972,有没有一样的宝宝一起交流一下，我家的2016年9月出生，20,,115,0,tb.1.1955e306.taPcj9AXNMFK1p77e5MATA,贴吧用户_Q9VW7WQ,3
6843385960,小孩自闭，简直要崩溃了。二宝男孩2周岁十个月了，两岁时候会喊,遗忘到天茪,55,0,tb.1.d5919a08.ollcO8rMLCr1uY0EB3dKeQ,,3
5995675494,我是一名自闭症宝宝的妈妈，也是自闭症老师，目前，我的宝宝已经,jianjie803,22,0,tb.1.530e5834.J1yEMRWylPwDyiMga9TEVw,索象😘,3
6812879504,请问成都有哪些比较好的自闭症康复机构，最好是可以申请残联补助,只会一边打酱油,13,0,tb.1.cae06def.tkOpOIyxjzp6ttrNiwoM9A,,3
5692617572,写给目前孩子不到3岁的疑似自闭症，或者边缘自闭症的家长朋友们,不要打我老公,777,0,tb.1.6997c4c6.VG66YxyZoqmWI_Ay74HPuw,,3
6650290557,有没有孩子是自闭症的家长，我有来自全国地自闭症家长交流微信群,爱吃饭的毛巾被,45,0,tb.1.f43eacad.N3R232DP1su5PnJk6Yl_Lw,我想长大😘😘,3
6834712282,我是一名自闭症康复师，我会利用业余时间给大家解答，欢迎留言,此号已被封1次,33,0,tb.1.77bb08fc.qjB8JRmJNAPV8jsvyMk2qA,☞尹师师☜,3
6632020853,生不如死，每天睡着就会噩梦，儿子马上就一岁了，不应名，什么都,通通魔攻,305,0,tb.1.46697d73.YncdK6-hjW8f0Y2jWFkRrg,小跳💖加油,3
6623888226,大家好，我是BCBA，在加拿大能够接触到自闭症干预的最新资讯,lovebcba,80,0,tb.1.68a14380.PziX0-ck_N45SKTNUIJ0Xg,BCBA答疑💌,3
6831153423,虽然我是一位普普通通的爸爸，但是我想带孩子走出来,大道至简1803,8,0,tb.1.62d4f715.xpLd1uVOvVOi3Dd-eyEU4g,,3
5985806872,三周岁，两岁发现问题，一年过去了，现在不确定是自闭还是语迟,生如65,320,0,tb.1.691cae75.ObBoAsPge32RJcwmKoOIZQ,小蜗牛快长跑😳,3
6814663042,大家有推荐的线上教育机构吗？有BCBA的那种,sssyyuuu99,5,0,tb.1.fd07d734.CbEZYSzMwKx8KKzsdRe1Ww,,3
5729981213,昆明有没有好的康复机构？,slingwan512,13,0,tb.1.f10bbde9.1Bj6J_fV0fZnqK5VjZXUkA,,3
6101339008,孩子本周五被南京脑科医院症断为中度偏轻孤独症，还给了我一个什,水下的火焰金牛,88,0,tb.1.522452ed.XopquExgiTUkXtPAwDeGRg,,3
6382860580,孩子五岁多了，到现在有明显进步，希望帮助更多的人，知无不答。,等待风的向日葵,1299,0,tb.1.154d7502.CFUn1zp1ezszuMQCX0ySnw,,3
6833004343,怀疑自己家宝宝自闭如题，39+3顺产，打催产素，生之前怀疑胎,M宝爸宝妈,33,0,tb.1.3dcd6a55.p_ktBXo734znbFvVKp8DXQ,,3
6851639672,公益答疑群 |  专家老师免费在线咨询答疑,星星的领路人,3,0,tb.1.c06e57ea.SthXKsY51GZudB-enDOh5w,,3
6586823224,《爸妈治好了我的自闭症》自闭症开创性疗法Son-Rise 电子书分享,孤独星球小怪兽,46,0,tb.1.57101c1f.GIWc6tPLd7_DxuLS75amlg,,3
6534919702,给家长发几个自闭症儿童筛查量表。,做特教的星爸,209,0,tb.1.96e29292.xVQ9PHGSkWBmZw6VqQ4Ldg,做特教的星爸,3
6794254372,重新开个帖子记录孩子的情况2020.05.04医生诊断孩子高,青拧时代,16,0,tb.1.60db4c33.i1eUFDXBcwiwSfmIPgg3Mw,,3
6386245022,各位家长有知道安徽芜湖可靠的干预机构吗,Harlan0201,4,0,tb.1.e4922e1d.Q57g251ceXX2hmoyYUK1FA,从心开始🌼,3
6857510160,关于自闭症的八大误区,大智障sch,0,0,tb.1.d3de8bc4.99W7LRycSQj_BMRDYa8Fzw,你是阿晨啊☜,3
6657652955,90%自闭症孩子挑食，70%自闭症孩子存在胃肠道问题，有人说,愈18831121818,201,0,tb.1.4c6bd291.RpTJvYx_HtY1lYNlKI8aIQ,温暖一生😚,3
4791397772,深圳自闭症康复机构有哪些？,爱玛应,7,0,tb.1.46d3e0cd.lT5I9sYlxrixZv2IugmHqg,,3
6854702300,大家帮忙看看，最近有点冒话了,,12,0,tb.1.19fb501f.HMcs38g3e7cOvbUJZJchsw,维维妈妈🍼,3
6303842149,开一贴记录一下蜗牛宝宝,mini5763,220,0,tb.1.5491e099.2a-3RlrpFzmrPGEcVo98tw,,3
6856835081,穿黑色衣服小女孩的右边是我儿子，现在也会跟着跳舞了，,福建大会技术,4,0,tb.1.624e7a04.Vw9QfuKxOgSztelOpl1Csg,,3
6856684936,上海嘉定附近有没有资历好的康复干预机构,其实我想艹花儿,7,0,tb.1.b79ca917.GvWNSKGAe3xURkeXOCorag,,3
6080869310,龙凤胎宝宝2岁不会说话，不和家人交流，喊他们也没反应，我不会,骑电车撞奥迪,32,0,tb.1.83ca262e.TXId9KExGwMSdWZroorC2Q,,4
6258987146,大家好，我是一名成都的儿童自闭症老师，有多年的学习和实操经验,Sarahzystar,183,0,tb.1.b9333946.V-6h1ZPIEgEhW7cmJqS-tA,,4
6845140000,这一刻，彻底崩溃了2周岁因为无语言，叫名没反应带去市区做了检,婷婷的专属之神,141,0,tb.1.5ae47b41.3DvUD_2lJijNjdyA5FpcSQ,,4
6852684952,第三轮排重金属，做一个记录吧，第一轮是18年6月19日开始的,人生A裤短,20,0,tb.1.d95742b6.9_OxNF_wsaRuRQ9cPo7jYQ,☞菩提心,4
6521098419,我是一名自闭症老师，很愿意为大家解答问题,柯儿欧巴,6,0,tb.1.67fba044.xACNB9q3z0r4uXr4qITokg,星星老师🌞,4
6030440934,典型自闭的孩子长大些会粘妈妈吗，还是一直当妈妈是个工具？,zhuanzhuan819,101,0,tb.1.bbb23e56.ZR6JKaynRPZBEp1cGfCbBA,,4
5861901504,我家孩子已经很好了，希望能帮助更多的家庭。,失忆179,1111,0,tb.1.ec764049.0r-ewnvnpt9r4ymIBksN1Q,,4
5697618018,孩子还小，不要轻易定性自闭症没有那么多的，我小孩2岁半，之前,lch773952605,137,0,tb.1.3a14b377.fg1np6gr9BbmhIUPfjFwOQ,嘻嘻哈欢欢喜😄,4
6823882559,现在会回答我的话了，希你越来越好,福建大会技术,13,0,tb.1.624e7a04.Vw9QfuKxOgSztelOpl1Csg,,4
6838304232,时隔3年又回到贴吧，给大家信心和鼓励，我家孩子现在4岁2个月,小雨点的小名,103,0,tb.1.2daa00e0.F5YM2pz8-AnVVXs5lbXe4w,,4
6627514502,大家好，我是一名成都的自闭症儿童老师，现主要负责对自闭症教师,,49,0,tb.1.94965ef6.JoziKdN32_4iIGiet3c8Zg,飘舞加油😜,4
6856362183,我想问一下万能的吧友，自闭症的孩子会假装摔倒来引起你的注意嘛,邋遢大王梦遗记,6,0,tb.1.aae6a806.ZplKVTEImjDipmmSbc52NA,王信念丶💫,4
6306628913,请问有去过北京恩启康复的吗？,xiaoyansedese,1,0,tb.1.8de582bd.bt8BOpvgYXE-xG8WI8Wang,,4
6854153587,自闭症的孩子会分享指物吗？,,25,0,tb.1.19fb501f.HMcs38g3e7cOvbUJZJchsw,维维妈妈🍼,4
6243686744,南宁哪里的康复机构比较好呢？我需要带孩子去干预？不知从何找起,,4,0,tb.1.753811ab.Yt2pzu1DT_dds4Aq-_1YbA,贴吧用户_796DDX1,4
6856248830,记录宝宝四个月以来的进步，希望给更多家庭信心,2486巴啦啦,5,0,tb.1.bdc38f5d.Xb3P8RHqQY-DxXslUZL2gg,,4
